id	title	description	link	image_link	brand	condition	availability	price	short_description	product_type	google_product_category	gender
3027	Ivory Black Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-black-block-printed-cotton-mul-saree-3125.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_8756_4.jpg	Chidiyaa	new	in stock	48.00 USD	Drapes creating the old world charm.. For the yesterdays unforgotten.. We bring you 'Good Old Days' our collection of blockprinted mulmul sarees and crop tops to relive the yesterday in..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Good Old Days		
3028	Ivory Black Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-black-block-printed-cotton-mul-saree-3126.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_8515_2.jpg	Chidiyaa	new	in stock	48.00 USD	Drapes creating the old world charm.. For the yesterdays unforgotten.. We bring you 'Good Old Days' our collection of blockprinted mulmul sarees and crop tops to relive the yesterday in..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Good Old Days		
3029	Ivory Black Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-black-block-printed-cotton-mul-saree-3127.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_8667_2.jpg	Chidiyaa	new	in stock	48.00 USD	Drapes creating the old world charm.. For the yesterdays unforgotten.. We bring you 'Good Old Days' our collection of blockprinted mulmul sarees and crop tops to relive the yesterday in..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Good Old Days		
3030	Ivory Black Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-black-block-printed-cotton-mul-saree-3128.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_8702_2.jpg	Chidiyaa	new	in stock	48.00 USD	Drapes creating the old world charm.. For the yesterdays unforgotten.. We bring you 'Good Old Days' our collection of blockprinted mulmul sarees and crop tops to relive the yesterday in..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Good Old Days		
3031	Ivory Black Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-black-block-printed-cotton-mul-saree-3129.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_8742_2.jpg	Chidiyaa	new	in stock	48.00 USD	Drapes creating the old world charm.. For the yesterdays unforgotten.. We bring you 'Good Old Days' our collection of blockprinted mulmul sarees and crop tops to relive the yesterday in..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Good Old Days		
3033	Ivory Gray-Red Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-gray-red-block-printed-cotton-mul-saree.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_7265.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed cotton Sarees in softest mulmul .. Drapes creating the old world charm.. Vasudha ..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Mogra		
3035	Ivory Black Shibori Cotton Mul Saree	This Saree is handmade, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-black-shibori-cotton-mul-saree.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_7367.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Ivory Black Shibori Cotton Mul Saree in softest mulmul .. Drapes creating the old world charm.. Vasudha ..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Mogra		
3037	Ivory Gray-Red Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-gray-red-block-printed-cotton-mul-saree-3049.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_7430.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed cotton Sarees in softest mulmul .. Drapes creating the old world charm.. Vasudha ..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Mogra		
3063	IVORY BLUE OVERLAP BLOCK PRINTED CROP TOP BLOUSE	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/ivory-blue-overlap-block-printed-crop-top.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0768_2.jpg	Chidiyaa	new	in stock	23.00 USD	Beautiful ivory blue overlap block printed crop top blouse, perfect ensemble when paired with our sarees..	Ajrakh Love > Shop > Blouses		
3069	Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/blue-block-printed-cotton-mul-saree-3429.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0572_2.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Sarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Into the Blue		
3070	Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/blue-block-printed-cotton-mul-saree-3430.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0594_2.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Sarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Into the Blue		
3071	Ivory Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-blue-block-printed-cotton-mul-saree-3285.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0643_2.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Cotton MulmulSarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Into the Blue | Ajrakh Love > Collections		
3072	Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/blue-block-printed-cotton-mul-saree-3431.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0649_1_1.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Sarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees		
3073	Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/blue-block-printed-cotton-mul-saree-3435.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0707_2.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed cotton Sarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections		
3074	Ivory Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-blue-block-printed-cotton-mul-saree-3282.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0762_1_1.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Cotton Mul Sarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees		
3075	Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/blue-block-printed-cotton-mul-saree-3433.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0805_2.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Sarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees		
3076	Ivory Blue Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-blue-block-printed-cotton-mul-saree-3283.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0834.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed cotton Sarees in softest mulmul .. Drapes taking you into the deep blue..	Ajrakh Love > Shop > Sarees		
3082	Black Pleated Short Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/black-pleated-short-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0061_4.jpg	Chidiyaa	new	in stock	36.00 USD	Get 'Charcoaled' in our new fall collection handcrafted in classic black. The Black Pleated Short Dress is block printed in exquisite block prints designed exclusively for the collection by our in-house designers and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3098	Black Wildflower Pleated Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/black-wildflower-pleated-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img-20180106-wa0009_1.jpg	Chidiyaa	new	in stock	44.00 USD	Get 'Charcoaled' in our new fall collection handcrafted in classic black. The Black Wildflower Pleated Dress is block printed in exquisite block prints designed exclusively for the collection by our in-house designers and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3103	Black Lined Shirt Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/black-linned-shirt-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0191_2.jpg	Chidiyaa	new	in stock	35.00 USD	Get 'Charcoaled' in our new fall collection handcrafted in classic black. This Black Lined Shirt Dress is block printed in exquisite block prints designed exclusively for the collection by our in-house designers and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3113	Black Wildflower Sleevless Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/black-wildflower-sleevless-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0267_2.jpg	Chidiyaa	new	in stock	35.00 USD	Get 'Charcoaled' in our new fall collection handcrafted in classic black. The Black Wildflower Sleevless Dress is block printed in exquisite block prints designed exclusively for the collection by our in house designers and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3123	Black Overlay Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/black-overlay-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0317_1.jpg	Chidiyaa	new	in stock	44.00 USD	Get 'Charcoaled' in our new fall collection handcrafted in classic black. This dress is block printed in exquisite block prints designed exclusively for the collection by our in-house designers and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3138	Blue Dragonfly Frill Neck Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/blue-dragonfly-pleated-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1428_2.jpg	Chidiyaa	new	in stock	35.00 USD	Oh dragonfly Oh dragonfly lets savour life, just you and I....  Presenting Blue Dragonfly Pleated Dress.  Our new collection is inspired by the childhood memory of chasing the drangonfly.. Blockprinted in exquisite block prints designed exclusively for the collection and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3168	Maroon Dragonfly Off-shoulder Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/maroon-dragonfly-offshoulder-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1670_2.jpg	Chidiyaa	new	in stock	44.00 USD	Oh dragonfly Oh dragonfly lets savour life, just you and I....  Presenting Maroon Dragonfly Off-shoulder Dress. Our new collection is inspired by the childhood memory of chasing the drangonfly.. Blockprinted in exquisite block prints designed exclusively for the collection and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3173	Blue Dragonfly Bellsleeves Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/blue-dragonfly-bellsleeves-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1676_4.jpg	Chidiyaa	new	in stock	36.00 USD	Oh dragonfly Oh dragonfly lets savour life, just you and I....  Presenting Blue Dragonfly Bellsleeves Dress.  Our new collection is inspired by the childhood memory of chasing the drangonfly.. Blockprinted in exquisite block prints designed exclusively for the collection and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3178	Maroon Dragonfly Sleeveless Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/maroon-dragonfly-sleeveless-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1726_2.jpg	Chidiyaa	new	in stock	39.00 USD	Oh dragonfly Oh dragonfly lets savour life, just you and I....  Presenting Maroon Dragonfly Sleeveless Dress. Our new collection is inspired by the childhood memory of chasing the drangonfly.. Blockprinted in exquisite block prints designed exclusively for the collection and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3183	Blue Dragonfly Frill Neck Dress	Being block-printed, the textile may have slight irregularities in colors and prints. These irregularities are the hallmark of all block-printed product and make each exquisite piece one-of-its-kind	https://www.chidiyaa.com/blue-dragonfly-frill-neck-dress.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_2188_1.jpg	Chidiyaa	new	in stock	39.00 USD	Oh dragonfly Oh dragonfly lets savour life, just you and I....    Our new collection is inspired by the childhood memory of chasing the drangonfly.. Blockprinted in exquisite block prints designed exclusively for the collection and hand printed by our artisans in Bhuj, Gujarat	Ajrakh Love > Shop > Dresses		
3189	RED BLOCK PRINTED CROP TOP BLOUSE	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/red-blockprinted-crop-top-3324.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0548_3.jpg	Chidiyaa	new	in stock	23.00 USD	Beautiful Red Block Printed Crop Top Blouse, perfect ensemble when paired with our sarees..	Ajrakh Love > With Roses in her hair | Ajrakh Love > Shop > Blouses		
3205	IVORY BLOCK PRINTED CROP TOP BLOUSE IN MASHRU SILK	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/ivory-block-printed-crop-top-in-mashru-silk.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1798.jpg	Chidiyaa	new	in stock	32.00 USD	Ivory Block Printed Crop Top Blouse in luxurious Mashru Silk, perfect ensemble when paired with our sarees..	Ajrakh Love > Shop > Blouses | Ajrakh Love > Collections > Silken Dreams		
3211	BLACK BLOCK PRINTED CROP TOP BLOUSE IN MASHRU SILK	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/black-block-printed-crop-top-in-mashru-silk.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1833_4.jpg	Chidiyaa	new	in stock	32.00 USD	Black Block Printed Crop Top Blouse in luxurious Mashru Silk, perfect ensemble when paired with our sarees..	Ajrakh Love > Shop > Blouses | Ajrakh Love > Collections > Silken Dreams		
3217	RED BLOCK PRINTED CROP TOP BLOUSE IN MASHRU SILK	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/red-block-printed-crop-top-in-mashru-silk.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1852.jpg	Chidiyaa	new	in stock	32.00 USD	Red Block Printed Crop Top Blouse in luxurious Mashru Silk, perfect ensemble when paired with our sarees..	Ajrakh Love > Shop > Blouses | Ajrakh Love > Collections > Silken Dreams		
3229	GREEN BLOCK PRINTED CROP TOP BLOUSE IN MASHRU SILK	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/green-block-printed-crop-top-in-mashru-silk.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1929_2.jpg	Chidiyaa	new	in stock	32.00 USD	Green Block Printed Crop Top Blouse in luxurious Mashru Silk, perfect ensemble when paired with our sarees..	Ajrakh Love > Shop > Blouses | Ajrakh Love > Collections > Silken Dreams		
3235	BLACK BLOCK PRINTED CROP TOP BLOUSE IN MASHRU SILK	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/black-block-printed-crop-top-in-mashru-silk-3269.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_2049_3.jpg	Chidiyaa	new	in stock	32.00 USD	Black Block Printed Crop Top Blouse in luxurious Mashru Silk, perfect ensemble when paired with our sarees..	Ajrakh Love > Shop > Blouses | Ajrakh Love > Collections > Silken Dreams		
3254	Black Dragonfly Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/black-dragonfly-block-printed-cotton-mul-saree.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1778.jpg	Chidiyaa	new	in stock	48.00 USD	Dragonflies we chase in the summer meadows..    Beautifully block printed cotton Sarees in softest mulmul ..Handprinted in our signature Dragonfly motifs, by our skilled artisans in Bhuj..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Dragonflies on my Saree		
3255	Ivory Dragonfly Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-dragonfly-block-printed-cotton-mul-saree.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1828.jpg	Chidiyaa	new	in stock	48.00 USD	Dragonflies we chase in the summer meadows..    Beautifully block printed cotton Sarees in softest mulmul ..Handprinted in our signature Dragonfly motifs, by our skilled artisans in Bhuj..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Dragonflies on my Saree		
3256	Ivory Dragonfly Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-dragonfly-block-printed-cotton-mul-saree-3272.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1856.jpg	Chidiyaa	new	in stock	48.00 USD	Dragonflies we chase in the summer meadows..    Beautifully block printed cotton Sarees in softest mulmul ..Handprinted in our signature Dragonfly motifs, by our skilled artisans in Bhuj..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Dragonflies on my Saree		
3257	Maroon Dragonfly Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/maroon-dragonfly-block-printed-cotton-mul-saree.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1886.jpg	Chidiyaa	new	in stock	48.00 USD	Dragonflies we chase in the summer meadows..    Beautifully block printed cotton Sarees in softest mulmul ..Handprinted in our signature Dragonfly motifs, by our skilled artisans in Bhuj..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Dragonflies on my Saree		
3258	Maroon Dragonfly Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/maroon-dragonfly-block-printed-cotton-mul-saree-3321.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1985.jpg	Chidiyaa	new	in stock	48.00 USD	Dragonflies we chase in the summer meadows..    Beautifully block printed cotton Sarees in softest mulmul ..Handprinted in our signature Dragonfly motifs, by our skilled artisans in Bhuj..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Dragonflies on my Saree		
3259	BLUE BLOCK PRINTED CROP TOP BLOUSE	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/blue-block-printed-crop-top.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1997_2.jpg	Chidiyaa	new	in stock	23.00 USD	Beautiful block printed crop tops in pure cotton, perfect ensemble when paired with our sarees..	Ajrakh Love > Shop > Blouses | Ajrakh Love > Collections > Dragonflies on my Saree | Ajrakh Love > Collections		
3311	Ivory-Red Blockprinted Saree Pure Handwoven Linen	This Saree is handwoven and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-red-block-printed-saree-in-pure-handwoven-linen-3476.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_0981_2.jpg	Chidiyaa	new	in stock	123.00 USD	Handspun and handwoven in pure Linen by artisans in Bengal and futher handprinted in traditional Ajrakh blockprints in Bhuj. This saree is a beautiful collaboration of two crafts and cultures..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections | Ajrakh Love > Collections > Timeless Linen | Ajrakh Love > Collections > Linen Sarees		
3313	Ivory-Red BlockPrinted Saree Pure Handwoven Linen	This Saree is handwoven and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-red-block-printed-saree-in-pure-handwoven-linen-3478.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1121_2.jpg	Chidiyaa	new	in stock	123.00 USD	Handspun and handwoven in pure Linen by artisans in Bengal and futher handprinted in traditional Ajrakh blockprints in Bhuj. This saree is a beautiful collaboration of two crafts and cultures..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections | Ajrakh Love > Collections > Timeless Linen | Ajrakh Love > Collections > Linen Sarees		
3314	Ivory-Red Blockprinted Saree Pure Handwoven Linen	This Saree is handwoven and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/ivory-red-block-printed-saree-in-pure-handwoven-linen-3479.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1171_2.jpg	Chidiyaa	new	in stock	123.00 USD	Handspun and handwoven in pure Linen by artisans in Bengal and futher handprinted in traditional Ajrakh blockprints in Bhuj. This saree is a beautiful collaboration of two crafts and cultures..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections | Ajrakh Love > Collections > Timeless Linen | Ajrakh Love > Collections > Linen Sarees		
3315	Monocrome Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/monocrome-block-printed-cotton-mul-saree.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1681_1.jpg	Chidiyaa	new	out of stock	48.00 USD	Beautifully block printed cotton Sarees in softest mulmul .. The fabric is hand dyed in two colors to created interesting one of the kind patterns when draped..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Neither Black nor White		
3316	Monocrome Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/monocrome-block-printed-cotton-mul-saree-3344.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_2041_2.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed cotton Sarees in softest mulmul .. The fabric is hand dyed in two colors to created interesting one of the kind patterns when draped..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Neither Black nor White		
3317	Monocrome Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/monocrome-block-printed-cotton-mul-saree-3345.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1660.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed cotton mul Sarees in softest mulmul .. The fabric is hand dyed in two colors to created interesting one of the kind patterns when draped..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Neither Black nor White		
3318	Monocrome Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/monocrome-block-printed-cotton-mul-saree-3346.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1816.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed Cotton Mul Sarees in softest mulmul .. The fabric is hand dyed in two colors to created interesting one of the kind patterns when draped..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Neither Black nor White		
3319	Monocrome Block Printed Cotton Mul Saree	This Saree is handmade and hand block printed, you may find certain irregularity in the print. This only adds to the unique charm of this garment.    NOTE: This product does not include the crop top, top is available for purchase separately	https://www.chidiyaa.com/monocrome-block-printed-cotton-mul-saree-3347.html	https://www.chidiyaa.com/media/catalog/product/i/m/img_1723_1.jpg	Chidiyaa	new	in stock	48.00 USD	Beautifully block printed cotton Sarees in softest mulmul .. The fabric is hand dyed in two colors to created interesting one of the kind patterns when draped..	Ajrakh Love > Shop > Sarees | Ajrakh Love > Collections > Neither Black nor White		
3320	BLACK BLOCK PRINTED CROP TOP BLOUSE	This products is handprinted and hand dyed, you may find certain irregularities in the pattern, this is trademark to all handprinted products and only adds to its unique charm ..	https://www.chidiyaa.com/black-blockprinted-crop-top-3327.html	https://www.chidiyaa.com/media/catalog/product/1/_/1_4.jpg	Chidiyaa	new	in stock	23.00 USD	Black Printed Crop Top Blouse. Beautifully block printed, perfect when teamed with our Signature Sarees..	Ajrakh Love > Good Old Days | Ajrakh Love > Shop > Blouses | Ajrakh Love > Collections > Neither Black nor White		
